Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000204616,TRIM31,0.20032577356154704,2.804938837490747,0.0000018347261747547566,0.024905803724344613,-2.3662381936642407,0.002583613413548902,0.017353240583644385,-2.453826910867665,0.009141974933865912
ENSG00000204614,TRIM40,0.1155725616701233,2.432196953048747,0.0010484351220653176,0.024905803724344613,-1.5705966921704269,0.09723082914093675,0,-2.6773329525148215,0.033614463569257694
ENSG00000204613,TRIM10,0.07264561019264892,0.547973267606872,0.5295129221513375,0.07471741117303383,0.3136269932714475,1,0,-2.11227000923137,0.13428906626561696
ENSG00000204610,TRIM15,0.30929418885052046,0.905228395548485,0.02065973621218966,0.16188772420824,-0.8051591591790639,0.1825463533231489,0.15617916525279948,-0.8050884997131946,0.24516577658246486
ENSG00000234127,TRIM26,0.7110464270371395,0.08770209009117991,0.9243147192651393,0.4732102707625476,-0.5955071534767589,0.14546652940141214,0.9370749915167969,0.43895408532541713,0.26091280743657946
ENSG00000204599,TRIM39,0.2168361395144218,0.5262781965075534,0.26727618313695106,0.12452901862172305,-0.668646837832179,0.34025438283447357,0.17353240583644386,-0.16345354985514815,1
ENSG00000241370,RPP21,0.4688943930616431,0.12044066321867586,0.856177958626925,0.32377544841648,-0.5182412871092907,0.31372758342489676,0.5726569392602647,0.34165015085275086,0.5284521121244642
ENSG00000204592,HLA-E,2.989476928533856,0.17740159658546584,0.4914476196692914,2.141899120293637,-0.5003096348144251,0.08036005758348734,3.366528673227011,0.18853037483364177,0.5431205476353271
ENSG00000204590,GNL1,0.49531097858624273,0.12894269896216848,0.8338949990581543,0.34868125214082457,-0.49149868027530197,0.3375271784713874,0.5900101798439091,0.3029557208574327,0.5906391450959148
ENSG00000204576,PRR3,0.20692991994269697,0.32791946737076394,0.5726351029150492,0.08717031303520614,-1.1000640802998798,0.09778825498676479,0.2602986087546658,0.46284470553343837,0.5888414597690463
ENSG00000204574,ABCF1,0.5910711011129163,0.9012697431260308,0.002082507838746114,0.22415223351910152,-1.3167023369650281,0.0016947484721430916,0.4338310145911097,-0.3409468049337686,0.6372346647124696
ENSG00000204569,PPP1R10,0.8222162244531629,0.4610940277474158,0.0930058413503614,0.44830446703820304,-0.8511805698423922,0.020826454384041286,0.7982490668476419,0.017433557211075756,1
ENSG00000137343,ATAT1,0.17060711484637248,0.4047162166266398,0.5053769000337928,0.12452901862172305,-0.3169352739221645,0.8184111485712527,0.12147268408551071,-0.29748488169827825,0.8985013550543979
ENSG00000204564,C6orf136,0.11006910635249838,-0.05254951804150121,1,0.08717031303520614,-0.1958230631053106,1,0.13882592466915508,0.4925920489274902,0.7337404871261165
ENSG00000146112,PPP1R18,0.47219646625221806,-0.17202151683278544,0.6802123832743107,0.27396384096779075,-0.8139698660414134,0.08650404031784947,0.8850152697658638,0.9578153053745511,0.006940325614115595
ENSG00000137404,NRM,0.09025666720904867,-0.7951531880836686,0.13499518779900957,0.049811607448689225,-0.7495668332157468,0.48146913627641863,0.29500508992195457,1.8045360552422307,0.0011508994507182083
ENSG00000137337,MDC1,0.3059921156599455,0.203906945406942,0.7333509854603819,0.18679352793258458,-0.656457428824265,0.2626816713818089,0.3644180522565321,0.3373138234495796,0.6471515487975207
ENSG00000137312,FLOT1,2.050587451347045,0.6615720475313096,0.0008868474366998164,1.021137952698129,-0.9899731271736083,0.00034048102812967443,1.6832643366135056,-0.23403160101725662,0.6976829435475154
ENSG00000137331,IER3,2.4842597303758884,1.5474257206178634,0.000000000000003107706957443008,0.5479276819355815,-2.122518931127576,0.00000000000003775282910724639,1.2667865626060402,-0.881664202854634,0.0069907117285863745
ENSG00000204580,DDR1,0.49090821433214277,-0.46121883128761576,0.08349643680145909,0.2490580372434461,-1.0576891285780783,0.01431102637257469,1.2667865626060402,1.4197291755679347,0.0000006257129961891621
ENSG00000213780,GTF2H4,0.34671768501036987,-0.42934806564464756,0.1862200285351437,0.3362283502786523,-0.08380818954196045,1,0.6420699015948423,0.9034172969194196,0.022882464506888953
ENSG00000137411,VARS2,0.3819397990431694,0.0597571530839367,1,0.29886964469213534,-0.330677008441296,0.6860204555992898,0.4511842551747541,0.29328324070408374,0.6609632193880882
