Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000126456,IRF3,0.8865701355699384,-0.2947237606644231,0.8351321177453666,1.0896312680129068,0.2947237606644231,0.8351321177453666
ENSG00000126453,BCL2L12,0.07036270917221733,0.09725472283381897,1,0.04540130283387112,-0.09725472283381897,1
ENSG00000224420,ADM5,0.005629016733777387,-1.7583553678310064,1,0,1.7583553678310064,1
ENSG00000169169,CPT1C,0.015948880745702596,-0.395785288446298,1,0,0.395785288446298,1
ENSG00000126467,TSKS,0.0028145083668886933,-2.565710289888611,1,0,2.565710289888611,1
ENSG00000196961,AP2A1,0.3583807320504936,0.5560586733990496,0.8169829804583258,0.2270065141693556,-0.5560586733990496,0.8169829804583258
ENSG00000010361,FUZ,0.09663145392984514,-0.18719866663488016,1,0.09080260566774224,0.18719866663488016,1
ENSG00000104973,MED25,0.3827731378968623,-0.6971081790044653,0.4369246415528891,0.6129175882572602,0.6971081790044653,0.4369246415528891
ENSG00000104960,PTOV1,0.568530690111516,0.1562804603100587,1,0.4994143311725823,-0.1562804603100587,1
ENSG00000039650,PNKP,0.3668242571511597,-0.9051967561602774,0.1698469141585193,0.6810195425080668,0.9051967561602774,0.1698469141585193
ENSG00000204673,AKT1S1,0.3949693408200466,-0.16653919606878742,1,0.43131237692177565,0.16653919606878742,1
ENSG00000104946,TBC1D17,0.4127945604770083,0.759492937031613,0.6052060305944161,0.2270065141693556,-0.759492937031613,0.6052060305944161
ENSG00000104951,IL4I1,0.07036270917221733,1.6822172235549746,0.6329232066138897,0,-1.6822172235549746,0.6329232066138897
ENSG00000213024,NUP62,0.42780527176708133,-0.2532218908875534,1,0.4994143311725823,0.2532218908875534,1
ENSG00000169136,ATF5,4.797798596089592,0.4694060158818323,0.5703766967323708,3.518600969625012,-0.4694060158818323,0.5703766967323708
ENSG00000161640,SIGLEC11,0.07880623427288341,-0.4782474486382706,1,0.09080260566774224,0.4782474486382706,1
ENSG00000105053,VRK3,0.4446923219684135,-0.19748854272731298,1,0.4994143311725823,0.19748854272731298,1
ENSG00000142528,ZNF473,0.07036270917221733,-0.31778277644502495,1,0.06810195425080667,0.31778277644502495,1
ENSG00000105357,MYH14,0.4109182215657492,0.6274043389255917,0.7072722288419592,0.24970716558629116,-0.6274043389255917,0.7072722288419592
ENSG00000131398,KCNC3,0.1078894873973999,-0.87765429620335,0.7049776769371684,0.1816052113354845,0.87765429620335,0.7049776769371687
