Feature,Normalized.Dispersion
ENSG00000127423,-0.9107337851182615
ENSG00000182749,1.413597891495032
ENSG00000117632,2.1859270909706208
ENSG00000158006,7.444772739063882
ENSG00000158008,NaN
ENSG00000158014,NaN
ENSG00000158022,NaN
ENSG00000175087,0.22724697710421646
ENSG00000197245,-0.43609435924481743
ENSG00000142684,-2.1454122760495813
ENSG00000142675,38.77412506481781
ENSG00000188782,-2.3191875298147253
ENSG00000130695,-0.8621042065013277
ENSG00000142669,2.2211316579858047
ENSG00000158062,15.968382449191468
ENSG00000169442,-0.11533595409641245
ENSG00000176092,-1.8091800412354775
ENSG00000176083,3.957812014986738
ENSG00000131914,-0.28592307687013135
ENSG00000117682,0.32872383961760987
ENSG00000117713,0.08968035782594726
ENSG00000060642,-0.9933299263660381
ENSG00000204160,-1.20935329029096
ENSG00000142751,-0.9249443099218437
ENSG00000198746,-0.8674468136339599
ENSG00000090273,0.9108898288451415
ENSG00000131910,2.8979824307205533
ENSG00000175707,18.25403651971708
ENSG00000253368,-0.31303593334812013
ENSG00000158246,0.9406685337124334
ENSG00000090020,-0.7176508341599005
ENSG00000142784,-1.2752515942776237
ENSG00000186501,0.44899651507861016
ENSG00000142765,0.5762423088140326
ENSG00000142733,0.9888682633045349
ENSG00000142748,4.38432885699061
ENSG00000174950,NaN
ENSG00000181773,1.23607674439265
ENSG00000158195,0.5850703330373566
ENSG00000126705,-1.471060789725045
ENSG00000000938,-0.657719902156089
ENSG00000126709,-0.3108220266802682
ENSG00000009780,-0.11969526345738664
ENSG00000117758,-0.40100839493890567
ENSG00000117751,25.260833302900917
ENSG00000130775,1.0378178784196426
ENSG00000117748,0.635060491149236
ENSG00000130768,-1.4320941400479872
ENSG00000158161,-0.0781902251600082
ENSG00000169403,-0.32846673666767673
ENSG00000126698,14.372486934719202
ENSG00000130770,-1.059362911830995
ENSG00000130766,-0.7206951823360556
ENSG00000130772,-1.3309657744869752
ENSG00000204138,-1.619808589562188
ENSG00000180198,-1.511349029746823
ENSG00000180098,0.6074735250892473
ENSG00000120656,0.05564902026243196
ENSG00000188060,0.12481931531591137
ENSG00000162419,0.4543344608511918
ENSG00000198492,-1.111763365254966
ENSG00000116329,-1.4369763029578362
ENSG00000159023,-1.604356484199254
ENSG00000253304,3.819193066670276
ENSG00000116350,1.158851716465085
ENSG00000116353,0.8906967989205118
ENSG00000060656,0.09675283964312086
ENSG00000162511,0.08658805722600904
ENSG00000162512,0.26370529928316083
ENSG00000134644,-0.5846441147552901
ENSG00000084628,-0.5060534293161799
ENSG00000060688,-1.2367174843701283
ENSG00000121766,2.0461973245909575
ENSG00000168528,-0.3500426184680783
ENSG00000142910,0.5883578512721518
ENSG00000121764,NaN
ENSG00000084636,4.636231709175433
ENSG00000134668,3.471362114372891
ENSG00000121774,0.8292647810642532
ENSG00000121775,-1.2927515485241146
ENSG00000025800,-1.607835157494843
ENSG00000084652,2.600453332266091
ENSG00000160050,0.8401446566525452
ENSG00000160051,-0.7067635040739044
ENSG00000222046,-0.327104191760114
ENSG00000160055,0.6860964569255029
ENSG00000084623,0.09136436144077703
ENSG00000183615,0.6643231073353445
ENSG00000182866,0.6483343030837423
ENSG00000116478,-1.1879334809829005
ENSG00000175130,-1.40294765801893
ENSG00000162526,1.1690484039265612
ENSG00000225828,1.6509445511286942
ENSG00000160058,1.0709799595862766
ENSG00000273274,2.539600936135754
ENSG00000160062,-1.391243796048556
ENSG00000162520,-0.13484476797799202
ENSG00000162522,-0.9408143644755033
ENSG00000134684,-0.5173424685644937
ENSG00000116497,-0.5234988528254196
ENSG00000160097,0.8453488528280897
ENSG00000121905,NaN
ENSG00000121900,-0.5772886460029387
ENSG00000116514,-0.18511845620305523
ENSG00000142920,3.0475822696573447
ENSG00000116525,-1.154920545816339
ENSG00000160094,-1.2553865553234043
ENSG00000184389,-1.8347136760205016
ENSG00000134686,-0.5851513531205309
ENSG00000121903,-0.10752117657680983
ENSG00000121904,-1.7498803717057525
ENSG00000163866,18.173277102981697
ENSG00000189433,10.203690450597183
ENSG00000188910,0.40316323159881196
ENSG00000187513,-0.10835587141603607
ENSG00000116544,1.7708032576556572
ENSG00000243749,1.2387675507156433
ENSG00000163867,-0.9279573608210786
ENSG00000197056,1.6036439235507371
ENSG00000116560,-0.3163046059924507
ENSG00000146463,-0.08496854103734655
ENSG00000142687,-1.3746471640419275
ENSG00000020129,-0.21023089176780854
ENSG00000116819,-0.28162805582349654
ENSG00000126067,-0.8467648618659521
ENSG00000142686,0.5573578969271512
ENSG00000092853,2.29107472423968
ENSG00000134698,1.5120564154272476
ENSG00000092847,-0.49206501083733317
ENSG00000126070,1.2758536676592849
ENSG00000092850,6.646484009145809
ENSG00000116863,-1.0712752817436548
ENSG00000171812,0.3999712076101506
ENSG00000054116,-1.0049942616576706
ENSG00000116871,-1.1083791251022983
ENSG00000054118,-1.045726909970159
ENSG00000214193,2.0705796286390363
ENSG00000142694,-0.7967381813137188
ENSG00000196182,0.9625351971122472
ENSG00000181817,-1.037084317820615
ENSG00000116885,-0.7164773529894015
ENSG00000119535,-0.3366419173611541
ENSG00000163874,0.7012561972947164
ENSG00000163875,-1.5357434315581626
ENSG00000163877,-1.3402551613674227
ENSG00000163879,18.01650783855053
ENSG00000134697,-0.6676500074311991
ENSG00000116922,-1.2244672892231652
ENSG00000134690,-1.8767644089715056
ENSG00000183317,-1.89927930468362
ENSG00000196449,0.2939385502306629
ENSG00000197982,3.474463037145054
ENSG00000188786,-1.4124227311612472
ENSG00000204084,1.3991563567956877
ENSG00000183431,-0.007313713981263745
ENSG00000183386,10.092042768907646
ENSG00000183520,0.1333033837924097
ENSG00000185668,0.6392088502104504
ENSG00000116954,0.3986869516578324
ENSG00000214114,-1.0818697520015093
ENSG00000158315,0.9921445380504148
ENSG00000174574,-1.621309564882565
ENSG00000168653,-1.0647038058277845
ENSG00000127603,0.10896921506032997
ENSG00000183682,1.7490116397268185
ENSG00000090621,3.215206767337974
ENSG00000163909,-0.7648407646883806
ENSG00000116983,0.8144051130140819
ENSG00000084072,-0.6595064949365769
ENSG00000116985,-1.030667773937615
ENSG00000198754,-0.8956753060696961
ENSG00000043514,-1.2367041749855676
ENSG00000116990,-0.39347060152941943
ENSG00000168389,7.389427094067061
ENSG00000131236,-0.57556408331495
ENSG00000131238,4.33367111730797
ENSG00000117000,-0.47625299798298953
ENSG00000188800,0.7751895892812297
ENSG00000084073,-0.6415645615660017
ENSG00000049089,-0.7586823284395063
ENSG00000084070,1.7056352509151824
ENSG00000187801,3.9364152273227124
ENSG00000187815,1.5638721067739447
ENSG00000164002,-0.6447855523411331
ENSG00000117010,0.3574750042446872
ENSG00000117016,-0.8293121581856673
ENSG00000066136,-0.06675990777809206
ENSG00000117013,0.1723475250867913
ENSG00000179862,-0.14872613309167537
ENSG00000171793,1.665732442445342
ENSG00000171790,0.9359881258982521
ENSG00000010803,2.308803997546711
ENSG00000204060,-0.42413032799075207
ENSG00000127129,-0.5546667578502698
ENSG00000127124,-0.36209187495761963
ENSG00000044012,-1.171862621858009
ENSG00000197273,0.5027721626170124
ENSG00000198815,0.9761261875176269
ENSG00000177181,-0.47286796274768667
ENSG00000066185,-0.10315546759081462
ENSG00000127125,-0.3833287116617103
ENSG00000186409,-0.4677479106579328
ENSG00000171960,2.8410938320031405
ENSG00000065978,0.024099829991963577
ENSG00000164007,6.919806315292455
ENSG00000117385,-0.5569697850868702
ENSG00000164008,-0.2847669025878964
ENSG00000274386,-0.03797057395732892
ENSG00000177868,11.255026765876586
ENSG00000164010,1.0494300276427222
ENSG00000164011,-0.4193885741346271
ENSG00000117394,0.587532401758325
ENSG00000117395,2.909598297570857
ENSG00000243710,NaN
ENSG00000179178,1.9245286257868388
ENSG00000253313,0.49285466067977446
ENSG00000066056,0.5517307021731014
ENSG00000117400,-1.2197807201028021
ENSG00000117399,-1.0847812620449229
ENSG00000066322,3.0487875130478006
ENSG00000159479,-0.6244498191453222
ENSG00000198198,-0.5801494717717705
ENSG00000178922,0.028328741794003545
ENSG00000142949,-1.2163423227671084
ENSG00000066135,2.7935543501218416
ENSG00000126091,-1.3885225142437725
ENSG00000117407,0.12252006880009103
ENSG00000117408,-0.31510532576606853
ENSG00000132768,-1.0307925391662884
ENSG00000117410,-0.41525921624747697
ENSG00000117411,-1.718135620536964
ENSG00000159214,-0.1616799076429669
ENSG00000196517,-1.2412301749673569
ENSG00000178028,-0.5580349854445372
ENSG00000117419,-0.06835668176661447
ENSG00000187147,-2.061199455546624
ENSG00000126106,1.0459657506467124
ENSG00000198520,-0.273738584688737
ENSG00000142945,0.7601359284670135
ENSG00000142959,3.5683940219171553
ENSG00000173846,-1.2832639795703251
ENSG00000188396,-0.5202445639673666
ENSG00000222009,-0.19038122420223771
ENSG00000117425,-1.2859527485335136
ENSG00000070785,12.911051844022015
ENSG00000126107,1.99637020689506
ENSG00000126088,-1.2757852600791304
ENSG00000162415,-1.0286118204948398
ENSG00000186603,0.15945150117930523
ENSG00000132781,-0.5491323413916879
ENSG00000132773,0.3750546742171294
ENSG00000070759,4.061538758709751
ENSG00000280670,2.0937007998927433
ENSG00000132763,-0.6672311670015032
ENSG00000117448,-0.1936009893617035
ENSG00000132780,-1.809687680502425
ENSG00000159588,-0.6218633916330991
ENSG00000159592,-0.9101513672581348
ENSG00000159596,-0.17341952768987373
ENSG00000197429,8.038288742447465
ENSG00000086015,-0.6605890204887299
ENSG00000117461,2.991783870570123
ENSG00000117472,0.8392964905778927
ENSG00000250719,-1.723730308784641
ENSG00000085998,6.16924012652275
ENSG00000171357,5.418695257832742
ENSG00000085999,0.7587773673290666
ENSG00000132128,-0.3986759887464183
ENSG00000117481,-1.163082787275594
ENSG00000117480,-0.675701403238436
ENSG00000282881,NaN
ENSG00000162456,NaN
ENSG00000079277,-0.12023484202809366
ENSG00000142961,-0.17511520788720117
ENSG00000123472,-1.592784525259263
ENSG00000186118,NaN
ENSG00000159658,-1.4491433175678095
ENSG00000187048,3.5693092018724517
ENSG00000186377,-1.27644751191531
ENSG00000186160,-2.2947593389185394
ENSG00000162365,0.7762720671855278
ENSG00000162366,12.767821024263709
ENSG00000123473,-0.16426313348377886
ENSG00000162368,0.38031175885684015
ENSG00000186790,NaN
ENSG00000186564,-0.4117350078114435
ENSG00000269113,1.3382280007595824
ENSG00000117834,3.980776100901121
ENSG00000132122,-0.4079565795558107
ENSG00000186094,-1.5598842037810918
ENSG00000162373,2.5677568655454293
ENSG00000162374,-2.305095364448665
ENSG00000185104,-0.43774789649970436
ENSG00000123080,2.0678015985763465
ENSG00000123091,0.4704715756758044
ENSG00000085831,-1.3207486079834974
ENSG00000085832,0.20560761546616796
ENSG00000117859,-0.35285313632963533
ENSG00000078618,-1.4628978362083527
ENSG00000169213,0.269197246950401
ENSG00000117862,-1.2019061715011021
ENSG00000198841,-1.0594925829216755
ENSG00000134717,-0.08866269449769165
ENSG00000157077,16.10256106646088
ENSG00000154222,-0.8531544836134749
ENSG00000085840,-1.6368036261035335
ENSG00000134748,2.1317751235066233
ENSG00000134744,1.0176041742365505
ENSG00000116157,1.5825295053018378
ENSG00000182183,0.4239078701879602
ENSG00000162377,-0.5956210530854342
ENSG00000162378,-0.8512919590242247
ENSG00000203995,7.054476985385171
ENSG00000121310,2.432421161685195
ENSG00000116171,0.19798499837554398
ENSG00000174348,3.702586351058053
ENSG00000157184,22.09543065864231
ENSG00000162384,-0.8578525485620995
ENSG00000157193,-0.4919051254135612
ENSG00000143006,6.842273098040956
ENSG00000174332,1.4651222912901314
ENSG00000058804,2.891454742337762
ENSG00000058799,-0.4780465829699276
ENSG00000211452,6.0119735980223945
ENSG00000081870,-1.0285339995205867
ENSG00000116212,1.9344476077773436
ENSG00000203985,38.15827515482778
ENSG00000116209,-0.07103983513525411
ENSG00000116205,-0.32575303729241734
ENSG00000215883,-0.45722861694899475
ENSG00000157216,-1.2004598913209235
ENSG00000162390,-0.8335920216821023
ENSG00000162391,-0.8626364743218482
ENSG00000184313,1.7247731040042653
ENSG00000162396,0.11240585250233527
ENSG00000006555,-0.9925897751110843
ENSG00000162398,1.2040501903383747
ENSG00000116133,-0.5745345064471241
ENSG00000143001,NaN
ENSG00000162399,-1.1472288730885445
ENSG00000169174,11.780468453851308
ENSG00000162402,1.0269344982412223
ENSG00000162407,2.544205711944454
ENSG00000162409,3.3201880825284023
ENSG00000187889,-0.5353770383177404
ENSG00000157131,0.49439826781692187
ENSG00000021852,8.07803979855984
ENSG00000173406,0.6156410223613973
ENSG00000162600,-1.2520722207133987
ENSG00000184292,0.8020613554559256
ENSG00000162601,1.74005012966367
ENSG00000177606,-0.2292123190831891
ENSG00000172456,0.8017367818228914
ENSG00000134709,-0.6639237611941327
ENSG00000134716,-0.32125703749904355
ENSG00000162598,NaN
ENSG00000162599,-1.687306251237222
ENSG00000162604,-0.7207007122349479
ENSG00000132849,-0.02612401469685978
ENSG00000240563,NaN
ENSG00000132854,-1.9423437907929781
ENSG00000162607,-1.341708149293873
ENSG00000116641,4.044574680067589
ENSG00000132855,-0.5504912534575038
ENSG00000125703,1.0861901415347843
ENSG00000088035,17.880407389249843
ENSG00000142856,-0.9911596117989581
ENSG00000203965,0.7093765693170683
ENSG00000079739,4.513966376743689
ENSG00000185483,0.5155453901563055
ENSG00000177414,7.307368501137676
ENSG00000158966,2.9269037841401517
ENSG00000162437,-1.2954259363119884
ENSG00000162434,6.039224188958167
ENSG00000162433,0.9880578718058032
ENSG00000116675,-0.6492504689035247
ENSG00000213625,-0.8816587552667297
ENSG00000116678,2.586681903491423
ENSG00000184588,-0.07749392475639495
ENSG00000118473,0.8056859464885912
ENSG00000152760,1.738467480775188
ENSG00000172410,NaN
ENSG00000152763,-1.1456221567297717
ENSG00000198160,0.14972638644342037
ENSG00000116704,58.946751580272505
ENSG00000203963,-1.7166947979130969
ENSG00000162594,-0.15121193896528365
ENSG00000081985,-0.11012880192952233
ENSG00000142864,-1.1584370337803362
ENSG00000116717,-1.0993634339196983
ENSG00000172380,-0.29731192276270724
ENSG00000162595,2.115839125034848
ENSG00000116729,1.0282636681548214
ENSG00000024526,-1.5799199973325366
ENSG00000033122,-0.1433848805578235
ENSG00000066557,0.9976226092250179
ENSG00000116754,-0.7306009426455307
ENSG00000118454,-0.7036557502579833
ENSG00000197568,-0.8814885722745621
ENSG00000116761,-0.5650548467489774
ENSG00000050628,0.5095241528826447
ENSG00000132485,-1.0008215148597848
ENSG00000172260,6.124795388646114
ENSG00000162620,0.3496729351897813
ENSG00000254685,9.871617336724313
ENSG00000116783,2.0800756985924926
ENSG00000178965,-2.1058114132332473
ENSG00000116791,1.5432324782109537
ENSG00000162623,-1.8745556420334506
ENSG00000162624,NaN
ENSG00000137968,1.9232777468084903
ENSG00000117054,9.023633546743046
ENSG00000137955,-1.1676243391705963
ENSG00000057468,-0.4348863061639273
ENSG00000154007,NaN
ENSG00000184005,-0.31148721224340964
ENSG00000117069,5.291957842266063
ENSG00000142892,-1.2571856684089528
ENSG00000154027,NaN
ENSG00000036549,-0.820086239105129
ENSG00000077254,-0.4990077505328702
ENSG00000180488,-1.2228370945061318
ENSG00000162614,0.3361623912368986
ENSG00000162613,3.4231345333863956
ENSG00000162616,-0.07207749603473305
ENSG00000137960,-0.8712543963251542
ENSG00000122420,2.2014921739291435
ENSG00000137959,0.8860516923773513
ENSG00000137965,9.44432638506256
ENSG00000162618,6.224944795192245
ENSG00000117114,4.247379625210229
ENSG00000137941,-1.3784036136039177
ENSG00000142875,7.071187555576202
ENSG00000203943,-0.41213801814448664
ENSG00000137976,2.1267038403449563
ENSG00000117133,13.57891447138546
ENSG00000174021,-0.8247696352029366
ENSG00000122432,1.9273170183441548
ENSG00000117151,-0.2799490420964983
ENSG00000171517,NaN
ENSG00000153898,-0.8819054076226769
ENSG00000162643,0.1190912002532432
ENSG00000055732,1.0098211741608414
ENSG00000097096,8.813917111909749
ENSG00000162642,-1.6620752555361853
ENSG00000142867,0.367995428816281
ENSG00000153904,31.210132213187116
ENSG00000142871,0.5113109743811611
ENSG00000117174,1.9942565389463298
ENSG00000171502,NaN
ENSG00000122417,0.598267683748702
ENSG00000097033,-0.016360100781784872
ENSG00000183291,2.902460698267364
ENSG00000153936,-1.0618597341635465
ENSG00000143013,0.37281761318371903
ENSG00000065243,-0.18778778071605112
ENSG00000137947,-0.21786193249931865
ENSG00000137944,0.7016164112763299
ENSG00000213516,1.4758993829975704
ENSG00000117228,-1.2202651413740433
ENSG00000162645,-1.308411184787063
ENSG00000213512,0.7172971580467008
ENSG00000162654,-0.21463829716926433
ENSG00000154451,-1.3192543724299362
ENSG00000183347,NaN
ENSG00000197147,-0.6184530691744998
ENSG00000171488,-0.03757574308600372
ENSG00000171492,22.733534536959343
ENSG00000162664,-0.6113913028430028
ENSG00000122482,4.5746774800919185
ENSG00000162669,0.046532561648241044
ENSG00000097046,-0.2944148810987577
ENSG00000069702,2.58915914785338
ENSG00000137948,1.5219092990373315
ENSG00000172031,-0.997910479631579
ENSG00000189195,3.0028366817206997
ENSG00000174842,1.8203842760242976
ENSG00000122484,0.6971805669079829
ENSG00000162676,6.275881418921559
ENSG00000067208,0.7856249361051896
ENSG00000154511,2.510814513455941
ENSG00000143033,-1.4876536817004653
ENSG00000117500,-0.8806265174540743
ENSG00000122483,2.6301857715455648
ENSG00000117505,0.6110801258089085
ENSG00000137942,0.6182867188600221
ENSG00000137936,0.16776373341693207
ENSG00000067334,-1.1305324754821766
ENSG00000023909,0.5442591091139263
ENSG00000198691,-0.7083774271270284
ENSG00000137962,2.2475391138231253
ENSG00000117528,-0.7180358069249958
ENSG00000117525,-0.0880621602704112
ENSG00000143036,-0.6667971485433271
ENSG00000117519,-0.7354484662318304
ENSG00000172339,-0.3173740799248148
ENSG00000152078,-0.14244359899821515
ENSG00000122481,1.178157170047969
ENSG00000117569,-0.8349688134146107
