Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value
ENSG00000170291,ELP5,0.7153776459101961,0.8797772558303398,0.0011304917784432564,0.5853522938480069,-0.16329326176511294,1,0.2588384157914716,-1.366922025219334,0.0021030178484913605,0.44140803842834103,-0.5983012612433696,0.2875882694940287
ENSG00000181885,CLDN7,0.2245185227164308,-0.8903498707939534,0.0035426776106189106,0.25086526879200294,0.16762361634950396,1,0.1455966088827028,-0.6891855915745231,0.3390032185438865,0.8060494614778402,1.8731522672249836,0.00000015199525661095106
ENSG00000181856,SLC2A4,0.0726383455847276,1.7692777145647893,0.033412168377774346,0.04181087813200049,0.27280585304156046,1,0,-2.1366445685457447,0.12287351005984,0.01919165384471048,-0.8592156152027943,0.5320270299877039
ENSG00000006047,YBX2,0.08034241254068357,1.1756762955697604,0.13394558378648042,0.04181087813200049,0.09348215359699852,1,0.016177400986966975,-1.294906652462477,0.3373175549419762,0.03838330768942096,-0.43471778667488437,0.8803153981856204
ENSG00000215041,NEURL4,0.16288598706878313,0.2593920318467484,0.7451833081403954,0.04181087813200049,-1.014770737055025,1,0.1294192078957358,-0.17107806560961825,1,0.17272488460239432,0.24639457275780474,0.9887809302615108
ENSG00000072818,ACAP1,0.11446042334563139,-1.4238682122078026,0.00003826105549301419,0.29267614692400346,1.2309856773469336,1,0.11324180690876884,-0.15740312871254147,1,0.5373663076518934,2.1914104578671743,0.00000044099034514059
ENSG00000213859,KCTD11,0.06383369763506366,-0.15113402069734816,1,0.08362175626400098,0.9008370756546031,1,0.04853220296090093,-0.05048792479602948,1,0.07676661537884193,0.5501753209349078,0.8601604087771653
ENSG00000182896,TMEM95,0.004402323974831976,-1.389920880284465,0.7333118745959155,0,2.775306193570744,1,0,1.386917387511268,1,0.01919165384471048,2.906319131160183,0.46372944370379754
ENSG00000174292,TNK1,0.05392846869169171,1.3470447138817416,0.16883130394689053,0,-0.34017102384919173,1,0,-1.7285598299086677,0.2128425322042939,0.03838330768942096,0.16935353699397648,1
ENSG00000187838,PLSCR3,0.24763072358429866,-0.9360641321150929,0.0008673392024569468,0.4599196594520054,0.8159481780680897,1,0.2103062128305707,-0.339706262433479,0.7167804021442162,0.7868578076331297,1.6547803641642185,0.000004332868867910718
ENSG00000205544,TMEM256,0.3345766220872302,0.4115334403334552,0.32672537221360043,0.20905439066000245,-0.43847309746099605,1,0.2750158167784386,-0.18911198843987997,0.9633036190325699,0.23029984613652577,-0.4244598813094449,0.6479974426750232
ENSG00000169992,NLGN2,0.15628250110653516,-0.7614310040223877,0.19405486652247067,0.20905439066000245,0.5022876991643281,1,0.09706440592180186,-0.655393417346696,0.8097981146055857,0.47979134611776203,1.6619004034937361,0.017712584453458004
ENSG00000181323,SPEM1,0.007704066955955958,0.28815102482817334,0.8233006777214721,0,2.3602686942919,1,0,0.971879888232424,1,0,1.2282472260475448,1
ENSG00000184560,SPEM2,0.005502904968539971,-0.12688647445067058,1,0,2.775306193570744,1,0,1.386917387511268,1,0,1.6432847253263887,1
ENSG00000283439,SPEM3,0.0066034859622479646,0.09550594688577707,1,0,2.5529137722342963,1,0,1.1645249661748203,1,0,1.420892303989941,1
ENSG00000181284,TMEM102,0.04182207776090378,-0.01140925703073492,1,0,-0.09916292434539731,1,0.03235480197393395,0.16452496617482026,1,0.05757496153413144,0.8706952214294619,0.7576030331710578
ENSG00000161958,FGF11,0.026413943848991858,-0.3899208802844649,0.9667514517035417,0.04181087813200049,1.5529137722342958,1,0.016177400986966975,0.16452496617482026,1,0.03838330768942096,1.0583222246052326,0.9145264573652888
ENSG00000170175,CHRNB1,0.22011619874159882,-0.23072228543521112,0.7126434059300003,0.29267614692400346,0.5210649061949559,1,0.17795141085663674,-0.256938802263456,0.9075480501611772,0.32625811536007815,0.6233851678886844,0.37787029232808184
ENSG00000174282,ZBTB4,0.369795213885886,-0.19788724335181018,0.6321951540154216,0.16724351252800196,-0.9288280081280897,1,0.19412881184360373,-0.9088809755514404,0.10484075080889099,0.8060494614778402,1.1909876074784629,0.0011134433434977714
ENSG00000181222,POLR2A,1.322898354437009,0.48714895046679896,0.036997524881411,1.0452719533000123,-0.29243841306509044,1,0.630918638491712,-1.0438139188727205,0.0030154126507333,1.2666491537508917,-0.012864392635491495,1
ENSG00000239697,TNFSF12,0.10455519440225944,-0.2968114758929836,0.7333118745959155,0.04181087813200049,-0.44708622776570417,1,0.09706440592180186,0.03776782388888167,1,0.1919165384471048,1.0011783175016244,0.24515724537367947
ENSG00000161955,TNFSF13,0.21131155079193487,-0.5117093606825069,0.1914887466118893,0.37629790318800443,0.868415597962225,1,0.04853220296090093,-1.8798691531836327,0.010997208299410699,0.556557961496604,1.455657722150618,0.0007538821340566925
ENSG00000161956,SENP3,0.7638032096333479,1.0565948504675469,0.0000709263597614992,0.37629790318800443,-0.8413651668777505,1,0.24266101480450464,-1.5398727655349547,0.00039098175333338167,0.4989829999624725,-0.5067132322282837,0.37403446874471497
